region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,H_4_bits,H_6_bits,H_8_bits,H_9_bits,H_10_bits,H_11_bits,H_12_bits
FRA,08KE024,129.4,52.95839155979469,-121.62500704074148,-1052.0,0.0,0.89,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.88,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.0,13.322641372680664,234.8609216390384,1452.6412353515625,1462.8907470703125,2010.6029052734373,1061.848388671875,1462.8907470703125,976.0,-4.4,6.7,506.1,264.1,275.0,3.1,0.6,1.0,0.0,2.001257790029661,3.4608868404931474,5.786670716481355,7.138358878984544,8.174314479866409,8.977084665432734,9.438617519980966
FRA,08KE029,162.2,52.83987178569971,-123.15572964866388,-1052.0,0.0,0.71,0.09,0.18,0.01,0.01,0.0,0.0,0.0,0.0,0.7,0.1,0.18,0.01,0.01,0.0,0.0,0.0,0.0,0.65,0.06,0.28,0.0,0.0,0.0,0.0,0.0,0.01,5.740622997283936,90.63555775025364,1187.7828369140625,1195.5443115234375,1531.0523681640625,936.9157104492188,1195.5443115234375,650.3,-4.3,8.2,490.8,155.7,271.5,3.9,0.7,1.0,0.0,2.7672024858502504,4.067165199525809,6.241871278682634,7.11660984216235,7.693151056567819,7.908649634076691,7.942229966200838
FRA,08KE033,38.6,52.60862897750223,-122.3295600869298,-1052.0,0.0,0.69,0.15,0.15,0.01,0.01,0.0,0.0,0.0,-0.01,0.67,0.16,0.15,0.01,0.01,0.0,0.0,0.0,0.0,0.76,0.18,0.06,0.0,0.0,0.0,0.0,0.0,0.0,5.149698734283447,256.7180304444854,916.5640258789062,948.8456420898438,1309.4830322265625,812.0,948.8456420898438,572.1,-2.2,9.9,552.7,95.1,260.7,3.8,0.7,1.0,0.0,1.9806844046503727,3.641982749349467,4.321112002363592,4.321112002363592,4.321112002363592,4.321112002363592,4.321112002363592
FRA,08KE034,96.0,52.85677128796571,-122.6718757307041,-1071.9,0.0,0.57,0.14,0.23,0.01,0.04,0.0,0.0,0.0,0.01,0.57,0.15,0.23,0.01,0.04,0.0,0.0,0.0,0.0,0.56,0.28,0.13,0.0,0.02,0.0,0.0,0.0,0.0099999999999998,6.728339672088623,69.36789004227536,1026.0,1048.9964599609375,1470.638916015625,753.0,1048.9964599609375,640.2,-3.0,9.0,535.4,126.8,261.1,3.8,0.6,1.0,0.0,2.961488327197756,4.829379210193468,6.215304848066279,6.7363884597558545,7.065892836200739,7.160253826151089,7.17103798973008
FRA,08KE036,615.1,52.54489474735117,-122.95005760870936,-1052.0,0.0,0.71,0.11,0.15,0.01,0.01,0.0,0.01,0.0,0.0,0.69,0.12,0.16,0.01,0.01,0.0,0.01,0.0,0.0,0.61,0.09,0.29,0.0,0.0,0.0,0.01,0.0,0.0,4.362654209136963,100.15477437011197,1191.9688720703125,1191.760498046875,1581.9881591796875,860.8535766601562,1191.760498046875,590.0,-4.2,8.5,482.5,135.7,273.9,4.0,0.7,1.0,0.0,3.385915495098976,5.302014140748807,7.087245806516701,7.451790995767067,7.61867418349783,7.6578713729615435,7.657871372961542
FRA,08KF001,3152.1,52.58142584903892,-123.54669725736736,-1052.0,0.0,0.69,0.12,0.17,0.01,0.01,0.0,0.01,0.0,-0.01,0.68,0.12,0.18,0.01,0.01,0.0,0.01,0.0,-0.01,0.59,0.09,0.3,0.0,0.0,0.0,0.01,0.0,0.01,5.444933891296387,357.09917589126064,1192.6412353515625,1203.31494140625,1703.4923095703125,836.8846435546875,1203.31494140625,568.1,-4.8,8.5,453.5,137.2,276.5,4.2,0.7,1.0,0.1,2.3681484030780466,3.9902483064423384,6.379300974370082,7.454915972980717,8.538461557513463,9.231639220625487,9.609112412083999
FRA,08KG001,12390.3,52.953001273402826,-123.96075301862932,-1059.26,0.06803,0.7,0.12,0.16,0.01,0.01,0.0,0.01,0.0,-0.01,0.67,0.13,0.17,0.01,0.01,0.0,0.01,0.0,0.0,0.61,0.09,0.28,0.0,0.0,0.0,0.01,0.0,0.01,5.4712677001953125,9.856611232915224,1147.6102294921875,1160.8212890625,2407.583740234375,512.3331909179688,1160.8212890625,620.0,-4.7,8.4,466.7,161.3,274.4,3.9,0.7,1.0,0.0,2.660610411890395,4.352232032581435,6.220765166496011,7.526100322232347,8.524507910083956,9.328035684270672,9.787911944005911
FRA,08KG003,1018.1,52.85137175980983,-124.12815296727094,-1052.0,0.0,0.75,0.16,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.72,0.17,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.68,0.07,0.25,0.0,0.0,0.0,0.0,0.0,0.0,6.388779640197754,48.84135239269016,1338.0682373046875,1343.7493896484375,1794.2919921875,958.7288208007812,1343.7493896484375,595.7,-6.2,7.6,416.4,167.7,282.7,4.2,0.7,1.0,0.1,2.98937224387175,4.909098663376761,6.757750765511324,7.6708804222619245,8.569046938042742,9.080416199102258,9.271283615788825
FRA,08KH001,5963.8,52.48663925703396,-120.89494568943527,-1217.06,3.40883,0.69,0.09,0.09,0.01,0.01,0.01,0.08,0.03,-0.0099999999999997,0.68,0.09,0.11,0.01,0.01,0.01,0.08,0.02,-0.01,0.63,0.13,0.12,0.01,0.01,0.01,0.07,0.02,0.0,14.930588722229004,334.3746055044902,1197.77197265625,1295.340576171875,2921.598388671875,723.6605834960938,1295.340576171875,926.6,-3.8,7.7,522.5,256.7,269.2,3.1,0.6,1.0,0.0,3.100677558828277,4.348221108954043,5.892982228139343,7.383903591605498,8.59672088900406,9.275357463583731,9.486510994169452
FRA,08KH003,3259.0,52.95553032175338,-121.05925491581868,-1284.05,7.78912,0.75,0.06,0.08,0.0,0.0,0.01,0.03,0.06,0.01,0.74,0.07,0.11,0.0,0.01,0.01,0.03,0.03,0.0,0.69,0.1,0.13,0.01,0.01,0.01,0.03,0.03,-0.01,19.421157836914062,311.195859033431,1443.2303466796875,1464.1053466796875,2907.539794921875,656.8846435546875,1464.1053466796875,1045.7,-4.5,6.7,504.1,309.9,269.7,3.0,0.6,1.0,0.0,0.6884339410608536,3.210378929880762,5.575691802889311,7.035557786600968,8.387764888460227,9.13814214734271,9.480612387444381
FRA,08KH006,11564.0,52.626343409432494,-121.14159697259656,-1202.52,3.95318,0.71,0.09,0.09,0.01,0.01,0.01,0.05,0.03,0.0,0.7,0.09,0.11,0.01,0.02,0.01,0.05,0.02,-0.01,0.65,0.14,0.11,0.01,0.01,0.01,0.05,0.02,0.0,14.451836585998535,339.7716248112413,1147.043701171875,1268.5667724609375,2921.598388671875,535.5267944335938,1268.5667724609375,894.1,-3.6,7.9,526.2,237.7,266.8,3.2,0.6,1.0,0.0,2.8207859957826034,3.956605611844132,5.7925627771036305,7.329595992649443,8.529408584997151,9.433760940588598,9.705279250828191
FRA,08KH007,2176.4,52.24391438967387,-120.95756048660444,-1114.37,1.09853,0.73,0.11,0.12,0.01,0.01,0.0,0.02,0.0,0.0,0.72,0.11,0.12,0.01,0.01,0.0,0.02,0.0,0.01,0.69,0.16,0.11,0.0,0.01,0.0,0.02,0.0,0.01,12.29007339477539,318.07891003835164,1222.3587646484375,1295.7391357421875,2541.75732421875,774.5280151367188,1295.7391357421875,853.5,-3.9,7.9,515.1,208.5,270.8,3.2,0.6,1.0,0.0,2.089284658645836,4.441425960970597,7.236569662797501,8.358471598161689,8.963546281253771,9.063945139282563,9.063945139282563
FRA,08KH008,426.2,52.41181856228878,-121.01442636375852,-1169.78,4.36269,0.76,0.05,0.03,0.0,0.01,0.0,0.14,0.0,0.0099999999999998,0.75,0.06,0.04,0.0,0.01,0.0,0.14,0.0,0.0,0.7,0.09,0.06,0.0,0.01,0.0,0.14,0.0,1.1102230246251563e-16,11.811471939086914,332.08271361882294,963.71923828125,1073.858154296875,2332.971435546875,783.3328857421875,1073.858154296875,785.2,-2.8,9.0,551.0,163.5,258.8,3.3,0.6,1.0,0.0,3.2598335923994073,4.850719130031693,6.967001255419478,7.649773479745037,7.885227259380302,7.892325017097924,7.892325017097924
FRA,08KH010,789.1,52.31684817820106,-120.6777627339204,-1214.4,2.88072,0.75,0.07,0.14,0.0,0.01,0.0,0.02,0.01,0.0,0.74,0.07,0.15,0.01,0.01,0.0,0.02,0.0,0.0,0.66,0.18,0.12,0.01,0.01,0.0,0.02,0.0,0.0,20.49839973449707,296.88693970273937,1502.2235107421875,1506.30810546875,2541.75732421875,838.9689331054688,1506.30810546875,1019.8,-4.9,6.7,491.7,301.6,277.8,3.1,0.6,1.0,0.0,2.4587266486459205,3.380953317874668,6.019024022497068,7.427489581680201,8.798834843280144,9.767053953376042,10.103906032265444
FRA,08KH013,2872.7,52.99608966322448,-121.008346570773,-1306.09,8.66733,0.73,0.06,0.09,0.0,0.01,0.01,0.03,0.06,0.01,0.72,0.07,0.12,0.01,0.01,0.01,0.03,0.04,-0.01,0.68,0.09,0.14,0.01,0.01,0.01,0.03,0.03,0.0,20.259248733520508,328.8473593203329,1478.6171875,1496.5830078125,2907.539794921875,807.7471923828125,1496.5830078125,1077.1,-4.7,6.5,500.0,327.5,270.3,2.9,0.6,1.0,0.0,2.680260634892554,4.0106679623601265,6.923905672931412,8.235964940049413,8.808039752161715,8.866922687127797,8.866922687127797
FRA,08KH014,250.8,52.89922274455997,-120.56787827752954,-1566.2,16.51244,0.47,0.07,0.15,0.01,0.01,0.02,0.1,0.18,-0.01,0.46,0.07,0.22,0.01,0.01,0.02,0.1,0.11,0.0,0.37,0.12,0.26,0.01,0.01,0.02,0.1,0.11,0.0,23.611164093017575,56.34632640628822,1646.588623046875,1623.87451171875,2907.539794921875,933.4024658203124,1623.87451171875,1224.2,-5.4,5.4,481.2,470.6,276.2,2.8,0.5,1.0,0.0,3.1299851779411525,4.1971780655480675,6.608315541313468,8.069782082328569,8.913042281129181,9.203522520305585,9.283603138948763
FRA,08KH019,545.2,52.16752613721795,-121.29511867612112,-1052.0,0.0,0.6,0.15,0.19,0.01,0.03,0.0,0.02,0.0,0.0,0.59,0.15,0.2,0.01,0.03,0.0,0.02,0.0,0.0,0.67,0.13,0.16,0.0,0.01,0.0,0.02,0.0,0.0099999999999998,4.4164814949035645,299.0859916598713,1118.0,1204.1046142578125,2156.627685546875,785.0684814453125,1204.1046142578125,717.2,-3.5,8.6,519.2,146.7,269.9,3.3,0.6,1.0,0.0,1.1780140416275,3.3234041641414747,5.576234779833658,6.9328616637728215,8.106120067335914,8.938971678945716,9.449703747042005
FRA,08KH022,140.3,52.32350512456206,-120.5905976360207,-1392.79,8.64525,0.66,0.07,0.24,0.01,0.01,0.0,0.01,0.0,0.0,0.66,0.07,0.25,0.01,0.01,0.0,0.01,0.0,-0.01,0.57,0.22,0.18,0.01,0.01,0.0,0.01,0.0,0.0,24.2286376953125,304.0010498475113,1727.67919921875,1713.2073974609375,2541.75732421875,1082.4580078125,1713.2073974609375,1126.3,-5.9,5.5,460.2,384.3,286.8,3.0,0.6,1.0,0.0,3.4850565889283085,5.400861551555133,7.42241480317669,8.257896317192163,8.9356477194161,9.29821252490649,9.433466499633168
FRA,08KH023,10.8,52.93277424140621,-122.37476314957324,-1251.48,0.0,0.62,0.08,0.07,0.01,0.2,0.01,0.01,0.0,0.0,0.62,0.08,0.07,0.01,0.2,0.01,0.01,0.0,0.0,0.31,0.41,0.08,0.01,0.18,0.01,0.01,0.0,-0.01,7.390751838684082,279.3868454295468,772.5401611328125,757.0752563476562,985.5386962890624,600.6944580078125,757.0752563476562,589.4,-1.5,10.6,587.6,80.9,250.2,3.7,0.6,1.0,0.0,2.7744491121361903,3.9509792735968485,4.957166371908779,5.205052729068963,5.205052729068963,5.205052729068964,5.205052729068963
FRA,08KH025,432.1,52.41136005806645,-121.01869440577892,-1168.16,4.30294,0.76,0.05,0.03,0.0,0.01,0.0,0.13,0.0,0.02,0.75,0.06,0.04,0.0,0.01,0.0,0.14,0.0,0.0,0.7,0.09,0.06,0.0,0.01,0.0,0.14,0.0,1.1102230246251563e-16,11.74972438812256,331.83971274046246,960.240234375,1070.541259765625,2332.971435546875,773.9157104492188,1070.541259765625,783.2,-2.8,9.0,551.3,162.6,258.8,3.3,0.6,1.0,0.0,2.2354113046239807,4.737862373771716,7.075539311916801,7.915099710018471,8.316302662848493,8.5148072809141,8.53727901287718
FRA,08KH029,5.6,52.76438158660088,-120.73151406817968,-1052.0,0.0,0.89,0.04,0.04,0.0,0.0,0.0,0.02,0.0,0.0099999999999998,0.89,0.04,0.04,0.01,0.01,0.0,0.01,0.0,0.0,0.81,0.11,0.06,0.01,0.01,0.0,0.01,0.0,-0.01,19.46855926513672,327.7912595457393,1257.1131591796875,1348.146484375,2160.688720703125,797.7194213867188,1348.146484375,1009.0,-3.6,7.7,538.0,264.5,247.9,2.9,0.6,1.0,0.0,1.8516147033410875,3.9473979972536157,5.1773224272961995,5.5256090729114815,5.546281623627231,5.546281623627232,5.54628162362723
FRA,08KH030,184.4,52.78221326039323,-120.61795364633494,-1309.04,7.63761,0.69,0.09,0.13,0.01,0.01,0.01,0.02,0.05,-0.01,0.69,0.09,0.16,0.01,0.01,0.01,0.01,0.02,0.0,0.59,0.1,0.24,0.01,0.02,0.01,0.01,0.02,0.0,24.11014175415039,272.45183097040933,1593.5880126953125,1566.4205322265625,2584.377197265625,733.69580078125,1566.4205322265625,1207.0,-5.1,5.7,488.9,426.5,277.8,2.9,0.5,1.0,0.0,2.550598861063346,4.389438685268348,6.670413960184938,8.118386274648945,9.0374059805323,9.531544349927602,9.730032914793462
FRA,08KH031,2749.7,52.278275408470016,-120.98910655954715,-1119.65,1.54685,0.73,0.1,0.1,0.01,0.02,0.0,0.04,0.0,0.0,0.72,0.1,0.11,0.01,0.02,0.0,0.04,0.0,0.0,0.69,0.15,0.1,0.01,0.02,0.0,0.04,0.0,-0.01,11.839873313903809,322.0685970322628,1140.9150390625,1237.05419921875,2541.75732421875,727.8003540039062,1237.05419921875,828.8,-3.6,8.3,525.1,193.7,267.8,3.3,0.6,1.0,0.0,3.2651632785551516,4.994851857302233,7.066386005332231,8.26251432262673,9.116242065920977,9.62763166703256,9.866553931515831
FRA,08LA001,10305.0,52.0681324134924,-120.39127408585134,-1183.7,2.1165,0.7,0.08,0.1,0.01,0.01,0.01,0.05,0.04,0.0,0.69,0.09,0.12,0.01,0.01,0.01,0.05,0.02,0.0,0.64,0.13,0.14,0.01,0.01,0.01,0.05,0.02,-0.01,13.722463607788086,315.43609668283165,1270.0,1354.0953369140625,2922.23095703125,407.0729675292969,1354.0953369140625,1011.1,-3.9,7.7,520.0,290.0,274.7,3.1,0.6,1.0,0.0,2.7634413139433582,3.896880809534809,6.001401784270695,7.331508082438493,8.606654249729889,9.675578462767874,10.00974535083442
FRA,08LA004,1353.7,52.1453240600873,-119.7551256801476,-1170.85,0.47375,0.68,0.08,0.12,0.0,0.01,0.01,0.08,0.02,0.0,0.68,0.08,0.13,0.0,0.01,0.01,0.08,0.01,0.0,0.68,0.08,0.13,0.01,0.01,0.01,0.08,0.01,-0.01,15.543619155883787,341.6946600222379,1536.0,1510.4898681640625,2612.7119140625,819.3048706054688,1510.4898681640625,1424.9,-4.4,6.5,516.1,444.3,285.1,2.8,0.5,1.0,0.0,2.8702249865433576,3.897354276549615,6.5572577027249785,7.901799568195788,8.82485080344529,9.174917832928328,9.291235558538785
FRA,08LA007,3095.3,52.465708101229474,-120.08996022898526,-1343.54,6.15258,0.55,0.08,0.16,0.01,0.01,0.01,0.05,0.13,0.0,0.54,0.08,0.21,0.01,0.01,0.02,0.05,0.08,0.0,0.5,0.13,0.22,0.01,0.01,0.01,0.05,0.07,0.0,21.584699630737305,351.0947592613671,1649.388427734375,1604.3995361328125,2922.23095703125,678.05322265625,1604.3995361328125,1311.2,-5.1,5.9,494.2,488.7,281.5,2.9,0.5,1.0,0.0,3.0893747025066434,4.2962470588767365,6.066598302517577,7.656705587443585,8.838417294713405,9.477947862314853,9.669833002179915
FRA,08LA008,4763.0,51.822472540462925,-120.84046109497044,-1111.72,0.43768,0.76,0.1,0.06,0.01,0.02,0.01,0.05,0.0,-0.01,0.75,0.1,0.07,0.01,0.02,0.01,0.05,0.0,-0.01,0.67,0.15,0.1,0.01,0.01,0.0,0.05,0.0,0.0099999999999998,8.462080001831055,328.95665957253635,1145.617919921875,1183.4698486328125,2448.308837890625,626.3945922851562,1183.4698486328125,705.6,-3.2,9.0,528.4,135.0,269.6,3.4,0.6,1.0,0.0,2.5871996066645426,4.228332520107623,6.4748233538385485,7.885638334901198,8.883733755051042,9.462787990370336,9.738963492856197
FRA,08LA009,2370.9,52.5291643947433,-120.03712236879603,-1387.64,7.78221,0.48,0.09,0.17,0.01,0.01,0.02,0.05,0.17,0.0,0.47,0.1,0.25,0.01,0.01,0.02,0.05,0.1,-0.01,0.43,0.14,0.26,0.01,0.01,0.02,0.05,0.1,-0.02,23.59296989440918,321.5244094305551,1726.4046630859375,1673.5975341796875,2922.23095703125,681.0216064453125,1673.5975341796875,1370.0,-5.4,5.5,485.3,545.3,283.5,2.8,0.5,1.0,0.0,3.5971986000568386,5.452684670964765,7.327759199828262,8.324569352142342,8.763201437655816,8.799091386321265,8.799091386321267
FRA,08LA013,900.6,52.66682609106666,-120.15156605012736,-1460.08,8.86031,0.45,0.08,0.15,0.01,0.01,0.02,0.06,0.23,-0.01,0.44,0.08,0.24,0.01,0.01,0.02,0.06,0.14,0.0,0.4,0.12,0.26,0.01,0.01,0.02,0.06,0.13,-0.01,23.40631866455078,315.7500309308362,1744.0836181640625,1705.830810546875,2922.23095703125,860.8777465820312,1705.830810546875,1362.9,-5.7,5.1,475.8,596.0,282.9,2.8,0.5,1.0,0.0,2.057287184315443,3.146522023274026,6.600057870157385,7.958410579891745,8.853649213393014,9.416247986243956,9.714872046618144
FRA,08LA016,22.8,51.707561362619664,-119.9327673644974,-1052.0,0.0,0.93,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.0,9.79192352294922,225.16868759241189,1577.361328125,1519.48779296875,2239.11083984375,678.1019287109375,1519.48779296875,1126.8,-4.3,6.7,511.6,294.2,287.3,3.1,0.6,1.0,0.0,2.9495169854895855,4.130726234398267,5.997447028528959,6.681357491499945,7.037201941616575,7.098401878009013,7.098401878009013
FRA,08LA018,162.0,52.66687297917552,-119.97553064446105,-1523.17,13.05832,0.48,0.07,0.15,0.01,0.01,0.02,0.03,0.23,-2.220446049250313e-16,0.47,0.07,0.26,0.01,0.01,0.03,0.03,0.13,-0.01,0.45,0.08,0.3,0.01,0.01,0.02,0.02,0.11,-2.220446049250313e-16,23.567323684692383,260.0075741052899,1840.6219482421875,1821.24658203125,2724.956787109375,1026.936279296875,1821.24658203125,1456.0,-6.5,4.5,453.3,672.4,296.2,2.8,0.5,1.0,0.0,1.2024913756220232,3.8589159502875696,6.9417898802842615,8.251540013744668,9.030875879028995,9.373120218899594,9.500678680108054
FRA,08LA022,176.5,51.88957777565492,-121.1268689736108,-1086.69,0.0,0.74,0.15,0.06,0.01,0.01,0.0,0.03,0.0,0.0,0.72,0.16,0.07,0.01,0.01,0.0,0.03,0.0,0.0,0.64,0.21,0.11,0.0,0.01,0.0,0.03,0.0,0.0,9.017122268676758,69.74749382312568,1010.2236938476562,1053.4700927734375,1652.6719970703125,806.43359375,1053.4700927734375,618.2,-2.7,9.7,539.1,105.2,266.0,3.5,0.6,1.0,0.0,1.887190114927079,4.262006124888135,6.538474854023863,7.274494502023292,7.700482067465722,7.854367602716226,7.900552633961613
FRA,08LA025,240.3,51.70876387380226,-120.9289959853854,-1118.84,0.0,0.75,0.11,0.06,0.01,0.03,0.0,0.05,0.0,-0.01,0.74,0.11,0.06,0.01,0.03,0.0,0.05,0.0,0.0,0.67,0.13,0.12,0.01,0.03,0.0,0.05,0.0,-0.01,7.790107727050781,317.3570231304911,1109.1153564453125,1131.72265625,1576.0,910.2212524414062,1131.72265625,616.5,-2.9,9.5,530.1,104.5,268.0,3.5,0.6,1.0,0.0,3.1966197564815335,4.469389365765517,5.862039175938802,6.2410485910532225,6.429487336696562,6.446049434447756,6.446049434447756
FRA,08LA027,384.8,51.56324106037995,-120.7446562834089,-1052.0,0.0,0.69,0.09,0.06,0.01,0.04,0.01,0.1,0.0,1.1102230246251563e-16,0.68,0.1,0.07,0.01,0.04,0.01,0.1,0.0,-0.01,0.56,0.16,0.13,0.01,0.03,0.01,0.1,0.0,-2.220446049250313e-16,6.654131412506104,284.04710397831,1175.000244140625,1211.3421630859375,1670.1544189453125,1016.243408203125,1211.3421630859375,626.7,-3.1,9.0,523.6,108.7,271.8,3.4,0.6,1.0,0.0,3.3418414582322007,5.076625482460095,6.444921538613275,7.492351773553531,8.251569741000836,8.764249405693745,8.889576884658347
FRA,08LA028,79.9,51.639792619867954,-120.56347174774304,-1052.0,0.0,0.93,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.92,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.82,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.01,12.697460174560549,243.5029743045678,1508.8642578125,1498.98193359375,1956.251953125,1168.6444091796875,1498.98193359375,750.6,-4.5,7.2,486.3,157.6,279.9,3.3,0.6,1.0,0.0,2.3677489455672442,3.652106247719846,5.840897675891433,7.0173251023942065,7.9304870294056045,8.495841017795108,8.72481842568117
FRA,08LA029,21.7,51.567036670301206,-120.74716722916486,-1052.0,0.0,0.68,0.15,0.15,0.01,0.01,0.0,0.01,0.0,-0.01,0.67,0.15,0.16,0.01,0.01,0.0,0.01,0.0,-0.01,0.6,0.17,0.22,0.0,0.0,0.0,0.01,0.0,0.0,6.581862449645996,225.8393554174208,1307.583984375,1290.5740966796875,1479.0,1149.915771484375,1290.5740966796875,641.7,-3.4,8.6,513.2,115.8,273.5,3.4,0.6,1.0,0.0,3.1871768222426033,4.795224204826818,5.780976684086473,6.06717795735645,6.162847017727854,6.19939260098899,6.19939260098899
FRA,08LB017,760.7,51.82331185101889,-119.6906127390119,-1071.14,0.05345,0.84,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.82,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.77,0.15,0.08,0.0,0.0,0.0,0.0,0.0,0.0,15.419005393981934,163.76842764272018,1459.2454833984375,1399.6146240234375,2573.072265625,412.7437744140625,1399.6146240234375,1315.2,-3.6,7.1,539.0,348.9,279.4,2.9,0.5,1.0,0.0,3.444343463301777,4.9984697782934,7.295409359653617,8.189232731649696,8.667825713461237,8.760024095022569,8.760024095022569
FRA,08LB020,1160.7,51.33050649273839,-119.82703543567914,-1081.23,0.32461,0.79,0.12,0.07,0.0,0.01,0.0,0.02,0.0,-0.01,0.76,0.12,0.09,0.0,0.01,0.0,0.02,0.0,0.0,0.64,0.21,0.12,0.0,0.01,0.0,0.01,0.0,0.01,15.804950714111328,179.0767455134151,1245.335693359375,1272.3546142578125,2536.6572265625,380.4543151855469,1272.3546142578125,831.8,-2.7,8.2,552.0,179.7,271.4,3.3,0.6,1.0,0.0,2.2830444636020477,3.2718368843114347,5.942912273240603,7.2776516017748225,8.65987956204909,9.5889149897921,10.013474682227057
FRA,08LB022,17571.1,52.01834388584417,-120.06913667058652,-1189.48,3.05718,0.7,0.1,0.1,0.01,0.01,0.01,0.04,0.05,-0.02,0.68,0.1,0.12,0.01,0.01,0.01,0.04,0.03,0.0,0.62,0.15,0.14,0.01,0.01,0.01,0.04,0.03,-0.01,15.724886894226074,295.78631061567523,1328.2215576171875,1379.443115234375,3271.52978515625,372.5574340820313,1379.443115234375,1060.0,-3.9,7.6,524.0,312.1,275.3,3.1,0.6,1.0,0.0,3.2050848816815596,4.6063062371217365,7.047619584278255,8.151723144781355,8.740171113331222,8.85115754082322,8.854271403320462
FRA,08LB024,138.2,51.1531176724144,-120.30068268619162,-1052.0,0.0,0.41,0.3,0.26,0.01,0.01,0.0,0.01,0.0,0.0,0.38,0.31,0.29,0.01,0.01,0.0,0.01,0.0,-0.01,0.42,0.39,0.18,0.0,0.0,0.0,0.01,0.0,0.0,10.674489974975586,90.17317155160652,1293.7388916015625,1248.5223388671875,1660.1153564453125,603.0,1248.5223388671875,614.8,-2.8,8.7,526.7,114.1,275.9,3.5,0.6,1.0,0.0,2.2866973080443134,3.347178541869068,5.689753313561092,7.008143301496644,8.014653299788113,8.6737257710326,8.954471735928232
FRA,08LB038,271.7,52.13590917640924,-119.43742080486884,-1290.53,0.66629,0.59,0.15,0.19,0.01,0.01,0.01,0.01,0.03,0.0,0.58,0.15,0.21,0.01,0.01,0.01,0.01,0.02,0.0,0.58,0.18,0.2,0.01,0.01,0.01,0.01,0.01,-0.01,22.26756477355957,140.54112531235913,1553.7003173828125,1515.0693359375,2530.134521484375,674.0117797851562,1515.0693359375,1425.8,-4.3,6.6,522.3,471.2,285.2,2.8,0.5,1.0,0.0,2.581903854961965,4.116375042890173,6.221317190364551,7.788811167966496,8.975126980564507,9.654440567544597,9.941896361015415
FRA,08LB047,4494.1,52.1618523983357,-119.32228717848614,-1276.87,6.98233,0.63,0.11,0.13,0.01,0.01,0.01,0.01,0.08,0.01,0.62,0.12,0.16,0.01,0.01,0.01,0.01,0.06,0.0,0.56,0.17,0.18,0.01,0.01,0.01,0.01,0.05,-2.220446049250313e-16,21.85003089904785,240.51763620662967,1541.4244384765625,1524.8896484375,3271.52978515625,414.2566223144531,1524.8896484375,1301.8,-4.6,6.7,515.9,448.8,281.2,2.9,0.5,1.0,0.0,2.9073796848953912,4.510793410427918,6.279323546800923,7.52529136193225,8.698536074173065,9.49952253359051,9.778930184789713
FRA,08LB064,19587.8,51.93402376771573,-120.05463403228389,-1177.05,2.76165,0.7,0.11,0.1,0.01,0.01,0.01,0.03,0.04,-0.01,0.69,0.11,0.12,0.01,0.01,0.01,0.03,0.03,-0.01,0.62,0.16,0.14,0.01,0.01,0.01,0.03,0.02,0.0,15.65656280517578,291.725701286352,1318.0,1364.22998046875,3271.52978515625,356.96893310546875,1364.22998046875,1026.0,-3.7,7.7,527.0,295.1,274.9,3.1,0.6,1.0,0.0,2.175125090035683,3.7267731468654044,5.714874213670709,7.268753009043379,8.380477620720557,9.293750972097685,9.791129668852399
