region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,mean_runoff
CLR,08NH046,2.4,49.95417872050992,-116.93469741068888,-1212.93,4.14604,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.288074493408203,82.3592249531402,1450.501708984375,1421.171630859375,1851.0833740234373,785.4019775390625,1421.171630859375,1193.4,-1.4,9.3,639.7,260.0,271.9,3.1,0.5,1.0,0.0,4.674483870967743
CLR,08NH051,6.4,50.15902983979421,-116.87075531923738,-1414.77,15.28445,0.84,0.02,0.09,0.01,0.01,0.01,0.01,0.02,-0.01,0.84,0.02,0.11,0.0,0.01,0.01,0.01,0.01,-0.01,0.77,0.04,0.17,0.01,0.01,0.0,0.0,0.0,0.0,32.62642288208008,269.8131504507588,1957.74853515625,1890.514892578125,2764.085205078125,888.0,1890.514892578125,1410.6,-4.2,6.7,554.8,521.7,298.4,3.1,0.5,1.0,0.0,0.8466214558835213
CLR,08NH068,132.7,49.06498490512219,-116.75303154518348,-1517.05,18.67789,0.88,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.06,0.08,0.0,0.0,0.0,0.0,0.0,1.1102230246251563e-16,23.718849182128903,43.68112723654384,1528.8543701171875,1488.628173828125,2100.066162109375,614.879150390625,1488.628173828125,1437.3,-0.6,8.7,650.0,211.4,280.8,4.0,0.6,1.1,0.0,2.37979285662195
CLR,08NH070,4.8,49.75677787411578,-116.81748486955549,-1087.81,0.71866,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.316545486450195,267.9444714953031,1434.2333984375,1443.770751953125,2177.738525390625,596.2158203125,1443.770751953125,1131.5,-1.1,9.8,649.1,243.8,278.0,3.2,0.6,1.0,0.0,0.8712112903225809
CLR,08NH084,78.8,49.23230123207259,-116.4616074763162,-1468.71,17.07141,0.9,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.01,21.212629318237305,204.7607534604381,1579.5125732421875,1535.4886474609375,2191.376220703125,757.998291015625,1535.4886474609375,1244.9,-1.4,8.4,616.8,230.9,293.0,4.0,0.6,1.1,0.0,1.8903302323502267
CLR,08NH085,7.8,49.1172982803277,-116.3805736355488,-1520.0,19.0,0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,24.26074981689453,323.7303540315665,1538.9044189453125,1500.6849365234375,2095.741455078125,768.82421875,1500.6849365234375,1173.1,-0.9,8.9,635.9,190.8,269.5,4.1,0.6,1.1,0.0,0.9854559835171628
CLR,08NH100,296.7,49.12638274187826,-116.8763255202768,-1401.2,12.9292,0.82,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.8,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.02,0.77,0.09,0.13,0.01,0.01,0.0,0.0,0.0,-0.01,22.78099632263184,106.42660473542064,1687.3248291015625,1625.5755615234375,2339.564453125,555.8955078125,1625.5755615234375,1607.8,-1.0,7.8,636.1,273.3,285.3,3.9,0.6,1.1,0.0,2.7354632198422286
CLR,08NH105,15.8,49.16193776925802,-116.49346126274894,-1429.26,9.55434,0.77,0.16,0.06,0.0,0.01,0.0,0.0,0.0,0.0,0.73,0.17,0.08,0.0,0.01,0.01,0.0,0.0,0.0,0.69,0.17,0.13,0.0,0.01,0.0,0.0,0.0,0.0,16.82575798034668,191.07810427587177,1093.22802734375,1123.6580810546875,1782.22900390625,761.5034790039062,1123.6580810546875,995.1,0.4,10.8,678.7,110.3,278.6,4.2,0.6,1.0,0.0,0.5178869742752145
CLR,08NH106,246.6,49.18775933837136,-116.19309623979412,-1162.85,4.50018,0.81,0.11,0.07,0.01,0.01,0.0,0.0,0.0,-0.01,0.79,0.12,0.08,0.0,0.01,0.0,0.0,0.0,0.0,0.66,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.0,18.100000381469727,207.02664983317496,1376.3599853515625,1368.972412109375,2345.419921875,721.1979370117188,1368.972412109375,927.4,-0.8,9.6,630.9,145.7,282.2,4.1,0.6,1.0,0.0,1.914177732792284
CLR,08NH109,3.8,49.76760509482722,-116.80911504551744,-1052.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6189022064209,274.13416550173497,1646.419189453125,1604.887451171875,2136.447998046875,893.5264282226562,1604.887451171875,1197.3,-1.8,9.0,623.5,290.9,275.6,3.2,0.6,1.0,0.0,1.3833606597138008
CLR,08NH115,6.2,49.10084986637521,-116.4036183137242,-1520.0,19.0,0.94,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.05,0.07,0.01,0.0,0.0,0.0,0.0,0.0,22.322269439697266,276.4835236690046,1564.4346923828125,1518.9638671875,2137.628173828125,801.9234619140625,1518.9638671875,1170.9,-0.8,9.1,638.6,186.5,280.6,4.1,0.6,1.0,0.0,0.789860747306871
CLR,08NH117,13.2,49.34998534357106,-116.67311144151924,-1410.0,1.00069,0.71,0.12,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.12,0.18,0.0,0.0,0.0,0.0,0.0,0.01,0.87,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.01,17.130355834960938,236.83729040498,1613.80859375,1561.6895751953125,2078.22265625,593.8750610351562,1561.6895751953125,1302.8,-1.1,8.8,632.4,244.5,289.1,3.8,0.6,1.1,0.0,0.6506048177628824
CLR,08NH119,1315.1,50.81350173965206,-117.16541782858494,-1315.0,17.71425,0.38,0.1,0.25,0.01,0.01,0.02,0.02,0.2,0.01,0.38,0.1,0.31,0.01,0.01,0.03,0.03,0.12,0.0099999999999998,0.32,0.17,0.35,0.01,0.01,0.02,0.02,0.08,0.02,29.7939510345459,199.9705845444273,1947.396728515625,1894.8778076171875,3401.969482421875,593.2212524414062,1894.8778076171875,1458.0,-4.3,4.7,512.2,648.9,293.9,3.0,0.5,1.0,0.0,4.0725208246106
CLR,08NH120,239.0,49.36557666678205,-116.06188754507436,-1187.07,5.4844,0.79,0.09,0.11,0.0,0.0,0.0,0.0,0.0,0.01,0.77,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1,0.14,0.0,0.0,0.0,0.0,0.0,0.01,15.091864585876465,69.53902561252023,1692.7353515625,1691.1607666015625,2399.021484375,1092.9652099609375,1691.1607666015625,868.7,-2.2,7.7,580.6,187.9,292.9,4.1,0.7,1.0,0.0,1.72191765465442
CLR,08NH121,2.5,49.929832663954514,-116.93195257589106,-1052.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.62,0.34,0.04,0.0,0.0,0.0,0.0,0.0,0.0,25.344696044921875,115.1745918852115,1330.501220703125,1319.85400390625,1912.4019775390625,650.8543701171875,1319.85400390625,1155.0,-0.7,10.0,663.2,217.3,282.5,3.1,0.5,1.0,0.0,1.1879952280184332
CLR,08NH125,35.2,50.26126920061779,-117.0706557030704,-1304.01,7.65239,0.67,0.1,0.2,0.01,0.01,0.0,0.0,0.0,0.01,0.67,0.1,0.21,0.01,0.01,0.0,0.0,0.0,0.0,0.51,0.24,0.21,0.01,0.02,0.0,0.0,0.0,0.01,27.06549072265625,73.74384299359606,1864.4342041015625,1746.109130859375,2564.70654296875,570.4524536132812,1746.109130859375,1401.4,-3.5,7.0,568.3,506.3,294.1,3.1,0.5,1.0,0.0,2.208786957911388
CLR,08NH130,584.4,50.08489991640135,-116.62193567601366,-1349.28,11.89815,0.5,0.06,0.3,0.01,0.01,0.02,0.02,0.08,-2.220446049250313e-16,0.5,0.06,0.34,0.01,0.01,0.02,0.02,0.04,-2.220446049250313e-16,0.44,0.09,0.38,0.02,0.02,0.01,0.01,0.03,0.0,29.873783111572266,256.180464486092,2051.252197265625,2011.2037353515625,3263.183837890625,830.8530883789062,2011.2037353515625,1272.3,-4.9,5.9,534.0,475.5,298.8,3.2,0.6,1.0,0.0,2.847765819013048
CLR,08NH132,93.5,49.81740240626318,-117.16165869753144,-1398.27,1.2549,0.53,0.08,0.28,0.01,0.01,0.01,0.02,0.05,0.0099999999999998,0.53,0.08,0.31,0.01,0.01,0.01,0.01,0.03,0.01,0.45,0.11,0.36,0.02,0.02,0.01,0.01,0.03,-0.01,28.403833389282227,8.97744190287706,2002.3924560546875,1962.0787353515625,2792.667236328125,1205.5682373046875,1962.0787353515625,1793.9,-4.0,5.9,553.6,726.4,306.3,3.3,0.5,1.0,0.0,3.0763693562032324
CLR,08NH137,7.0,49.10306354938845,-116.67520275521724,-1520.0,19.0,0.87,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,25.78063201904297,82.25535586520759,1545.586181640625,1502.08544921875,2008.5635986328125,717.3558959960938,1502.08544921875,1342.7,-0.5,9.0,654.2,188.4,280.9,4.0,0.6,1.1,0.0,1.234727004608295
CLR,08NH138,7.7,50.61236815853265,-117.57392788821966,-1087.45,1.66161,0.7,0.1,0.09,0.0,0.0,0.01,0.01,0.08,0.01,0.7,0.1,0.12,0.01,0.01,0.02,0.02,0.03,-0.01,0.52,0.24,0.2,0.01,0.01,0.01,0.01,0.01,-0.01,33.355655670166016,32.66529511223853,1700.4647216796875,1709.8658447265625,2667.04052734375,758.94677734375,1709.8658447265625,1452.7,-2.7,6.2,571.2,487.4,275.4,3.1,0.5,1.0,0.0,3.503168714932631
CLR,08NJ013,3330.1,49.86496034653656,-117.5295818681515,-1324.78,2.01247,0.69,0.1,0.14,0.01,0.01,0.01,0.03,0.02,-0.01,0.68,0.1,0.16,0.01,0.01,0.01,0.03,0.01,-0.01,0.57,0.18,0.19,0.01,0.01,0.01,0.03,0.0,0.0,25.92179298400879,24.960663586667437,1618.2369384765625,1546.8868408203125,2995.522216796875,465.5661010742188,1546.8868408203125,1466.9,-1.9,8.1,621.3,418.4,287.2,3.3,0.6,1.0,0.0,2.4072935238991215
CLR,08NJ016,2.2,49.66712744696834,-117.561398908797,-1052.0,0.0,0.88,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.88,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.076580047607425,106.36733029886024,1376.2440185546875,1330.9876708984375,1681.636962890625,618.87939453125,1330.9876708984375,1387.3,-0.3,9.1,681.3,222.3,273.8,3.4,0.6,1.0,0.0,1.9406791788856312
CLR,08NJ018,30.6,49.5198751822027,-117.51823535997494,-1408.55,1.03147,0.91,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.01,20.04207992553711,116.25248731472897,1437.9892578125,1428.14501953125,2020.314697265625,771.2349853515625,1428.14501953125,1356.3,-0.2,9.0,682.9,221.6,278.4,3.5,0.6,1.0,0.0,2.831499388572633
CLR,08NJ019,15.4,49.66040547922261,-117.0212703402336,-1218.7,0.46564,0.67,0.13,0.17,0.01,0.01,0.0,0.01,0.0,0.0,0.67,0.13,0.17,0.01,0.01,0.0,0.01,0.0,0.0,0.53,0.19,0.25,0.01,0.01,0.0,0.01,0.0,0.0,24.45950126647949,162.0081007450172,1857.231201171875,1756.060302734375,2364.3779296875,773.7486572265625,1756.060302734375,1571.3,-2.6,7.7,596.3,502.6,313.8,3.3,0.6,1.0,0.0,2.791991547255909
CLR,08NJ026,55.0,49.63402042356873,-117.27451354064816,-1406.44,1.07749,0.86,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.76,0.08,0.14,0.0,0.0,0.0,0.0,0.0,0.02,0.73,0.14,0.12,0.01,0.01,0.0,0.0,0.0,-0.01,28.011369705200195,107.27669728270854,1581.22314453125,1541.9080810546875,2359.235107421875,701.7029418945312,1541.9080810546875,1521.7,-1.3,8.1,640.6,341.8,281.2,3.4,0.6,1.0,0.0,2.393257027864177
CLR,08NJ027,42.4,49.54723770835346,-117.04036440903408,-1406.95,1.08264,0.97,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.96,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.05,0.11,0.01,0.01,0.0,0.0,0.0,-0.01,26.107458114624023,345.0512506473977,1700.267822265625,1647.1343994140625,2336.068603515625,628.6529541015625,1647.1343994140625,1605.4,-1.8,7.8,621.5,407.7,284.5,3.4,0.6,1.1,0.0,2.2865771935163535
CLR,08NJ039,0.3,49.388588226420666,-117.57943862838948,-1495.0,0.0,0.87,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.21,0.09,0.0,0.0,0.0,0.0,0.0,1.1102230246251563e-16,27.36835479736328,117.91681942523576,1020.9329833984376,1057.5279541015625,1529.309814453125,603.1615600585938,1057.5279541015625,1163.1,1.1,10.5,734.7,122.3,259.0,3.6,0.6,1.0,0.0,11.924820645161292
CLR,08NJ049,1.6,49.619040097265525,-117.17119111285268,-1410.0,1.0,0.85,0.15,0.01,0.0,0.0,0.0,0.0,0.0,-0.01,0.85,0.15,0.01,0.0,0.0,0.0,0.0,0.0,-0.01,0.47,0.23,0.29,0.0,0.0,0.0,0.0,0.0,0.01,27.477828979492188,148.04818772612572,1301.096923828125,1248.8843994140625,1803.88232421875,584.8676147460938,1248.8843994140625,1224.6,0.8,10.8,717.6,169.6,277.9,3.5,0.6,1.0,0.0,0.6702205645161291
CLR,08NJ061,25.9,49.66142802181154,-117.0713130071409,-1286.32,0.65452,0.76,0.12,0.11,0.0,0.0,0.0,0.01,0.0,0.0,0.75,0.12,0.12,0.0,0.0,0.0,0.01,0.0,0.0,0.68,0.15,0.15,0.01,0.01,0.0,0.01,0.0,-0.01,24.39773750305176,177.0106366858928,1821.86083984375,1747.6812744140625,2369.7041015625,680.0621337890625,1747.6812744140625,1653.4,-2.6,7.4,595.0,524.4,311.3,3.3,0.6,1.0,0.0,2.858471879692125
CLR,08NJ065,4.9,49.45575129132285,-117.37451256195054,-1052.0,0.0,0.92,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.558514595031738,305.20868429892056,1351.1324462890625,1340.2078857421875,1800.6785888671875,907.2349853515624,1340.2078857421875,1315.8,0.2,9.6,698.5,172.1,257.9,3.5,0.6,1.0,0.0,0.7584161948650429
CLR,08NJ069,2.7,49.65507394367268,-117.4740268187016,-1254.35,0.56521,0.96,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.96,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.97,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,29.240453720092773,294.6233420568205,1356.31591796875,1317.3704833984375,1822.2515869140625,639.49365234375,1317.3704833984375,1333.1,0.1,9.6,694.4,205.6,263.2,3.4,0.6,1.0,0.0,1.0469288274449564
CLR,08NJ098,15.1,49.45547786751025,-117.22346651499409,-1227.61,5.88529,0.93,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,18.715478897094727,249.9030774007375,1651.3780517578125,1637.011474609375,2089.19677734375,907.5712280273438,1637.011474609375,1525.7,-0.9,8.1,651.7,279.5,285.5,3.5,0.6,1.1,0.0,2.0169131748405413
CLR,08NJ104,16.9,49.52057500153599,-117.4586115957922,-1198.53,0.40931,0.92,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.17,0.09,0.0,0.0,0.0,0.0,0.0,0.0,17.560497283935547,159.34965498349104,1295.0701904296875,1273.7264404296875,1690.9501953125,673.337158203125,1273.7264404296875,1245.3,0.6,10.1,711.0,152.9,271.8,3.5,0.6,1.0,0.0,0.7538904371063182
CLR,08NJ106,1.5,49.600836049998094,-117.21791563419175,-1410.0,1.0,0.79,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.19,0.12,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.07,0.71,0.0,0.0,0.0,0.0,0.0,0.0,27.68216896057129,134.1719301259539,1259.3780517578125,1245.95556640625,1712.787109375,727.100830078125,1245.95556640625,1252.7,0.6,10.5,710.2,161.7,278.6,3.5,0.6,1.0,0.0,0.9943741935483872
CLR,08NJ120,39.8,49.59134939416878,-117.48728711867524,-1114.66,0.17504,0.87,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.87,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.13,0.07,0.0,0.0,0.0,0.0,0.0,-0.01,23.625301361083984,268.24823269067224,1371.48779296875,1368.350830078125,2159.235107421875,605.0133056640625,1368.350830078125,1333.5,-0.1,9.3,688.2,215.2,268.0,3.4,0.6,1.0,0.0,2.2361686929270004
CLR,08NJ126,5.8,49.58786313930083,-117.66916718697809,-1410.0,1.0,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.18,0.06,0.0,0.0,0.0,0.0,0.0,0.01,27.129674911499023,143.8590795051912,1600.9755859375,1506.041748046875,2087.30615234375,599.8601684570312,1506.041748046875,1389.5,-0.5,8.7,673.9,255.7,285.0,3.5,0.6,1.0,0.0,1.4328106512905499
CLR,08NJ129,4.9,49.4949616902282,-117.2257030143746,-1202.08,0.81592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.09,0.01,0.0,0.0,0.0,0.0,0.0,-0.01,21.066696166992188,279.0884665984008,1640.639404296875,1567.9219970703125,2001.7232666015625,767.2220458984375,1567.9219970703125,1472.5,-0.7,8.6,663.2,270.1,272.9,3.5,0.6,1.0,0.0,1.0549486091770255
CLR,08NJ130,8.4,49.48374415125518,-117.23821741348355,-1134.44,1.88506,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,23.145118713378903,290.87262828887583,1462.01904296875,1444.337158203125,2019.5716552734373,729.9453735351562,1444.337158203125,1462.5,-0.5,8.7,666.2,248.1,272.9,3.5,0.6,1.1,0.0,1.107625552311427
CLR,08NJ131,10.2,49.45091973114551,-117.3477525930403,-1052.0,0.0,0.93,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,19.986793518066406,330.9784273539866,1523.3955078125,1545.197509765625,2109.428466796875,1010.2072143554688,1545.197509765625,1445.9,-0.6,8.4,665.0,240.7,266.0,3.5,0.6,1.0,0.0,3.6059658444022773
CLR,08NJ133,17.6,49.96115843506499,-117.15417986823022,-1259.4,4.27382,0.71,0.09,0.17,0.01,0.01,0.0,0.0,0.01,0.0,0.69,0.09,0.19,0.01,0.01,0.0,0.0,0.0,0.01,0.58,0.18,0.22,0.01,0.01,0.0,0.0,0.0,0.0,31.180816650390625,271.14238039335385,1974.3433837890625,1951.1171875,2548.6982421875,1290.3271484375,1951.1171875,1728.2,-4.7,5.8,528.2,719.5,319.0,3.2,0.5,1.0,0.0,6.130903225806452
CLR,08NJ134,15.3,49.94522613088493,-117.1867454989724,-1274.86,3.93789,0.79,0.04,0.15,0.01,0.01,0.0,0.0,0.0,0.0,0.79,0.04,0.15,0.01,0.01,0.0,0.0,0.0,0.0,0.68,0.1,0.19,0.01,0.01,0.0,0.0,0.0,0.01,29.70917510986328,313.0332086790237,1967.169677734375,1939.601806640625,2474.3779296875,1285.0408935546875,1939.601806640625,1722.1,-4.3,6.1,538.8,672.7,312.1,3.2,0.5,1.0,0.0,4.64070082226439
CLR,08NJ143,2.8,49.450631336278185,-117.37192661191962,-1052.0,0.0,0.94,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.658491134643556,313.4672767055315,1411.619140625,1411.068603515625,1800.6785888671875,1155.40625,1411.068603515625,1391.3,-0.2,8.9,679.3,206.2,266.1,3.5,0.6,1.0,0.0,0.09077764976958527
CLR,08NJ145,2.5,49.65300972969075,-117.57858780342842,-1052.0,0.0,0.82,0.15,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.15,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.23,0.04,0.0,0.0,0.0,0.0,0.0,0.0,23.307222366333008,110.3613180665661,1484.08154296875,1428.128173828125,1774.359375,717.8956909179688,1428.128173828125,1287.4,0.3,9.8,703.8,194.0,269.0,3.4,0.6,1.0,0.0,1.3297424516129033
CLR,08NJ149,29.7,49.36691628853602,-117.48652023835186,-1328.55,1.11502,0.92,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.92,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0099999999999998,0.84,0.08,0.07,0.01,0.01,0.0,0.0,0.0,-0.01,22.42152976989746,285.9754908532203,1588.043212890625,1578.4822998046875,2315.034912109375,623.01416015625,1578.4822998046875,1405.2,-0.3,8.3,678.2,244.0,268.0,3.6,0.6,1.0,0.0,3.625334115347018
CLR,08NJ152,15.4,49.50357169774597,-117.6710641357683,-1410.0,1.0,0.91,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.0,22.05257606506348,49.81377007164829,1503.8221435546875,1483.781982421875,2197.627685546875,533.4134521484375,1483.781982421875,1368.2,-0.4,8.6,682.0,248.4,262.9,3.5,0.6,1.0,0.0,2.9068544042132984
CLR,08NJ153,1.7,49.522327272734685,-117.30308720968704,-1052.0,0.0,0.52,0.31,0.15,0.0,0.0,0.01,0.0,0.0,0.0099999999999998,0.52,0.31,0.16,0.0,0.0,0.01,0.0,0.0,0.0,0.29,0.52,0.18,0.0,0.0,0.01,0.0,0.0,0.0,26.906064987182617,131.04797964366736,1408.11474609375,1328.7049560546875,1735.075927734375,593.8060302734375,1328.7049560546875,1243.4,0.7,10.4,713.5,159.6,274.1,3.5,0.6,1.0,0.0,0.5689715370018976
CLR,08NJ154,0.3,49.46054591579325,-117.59824108459227,-1410.0,1.0,0.96,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,11.970742225646973,11.94724299773012,770.763671875,773.2670288085938,849.2440185546875,704.418212890625,773.2670288085938,968.0,2.2,12.4,779.3,60.0,253.4,3.6,0.6,1.0,0.0,7.543651612903226
CLR,08NJ157,3.2,49.46476690411468,-117.6293050216522,-1410.0,1.0,0.83,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.31,0.1,0.0,0.0,0.0,0.0,0.0,1.1102230246251563e-16,15.82967472076416,88.9339871717394,1374.558349609375,1308.8416748046875,1679.9566650390625,741.070556640625,1308.8416748046875,1173.6,1.0,10.5,730.6,136.4,267.2,3.6,0.6,1.0,0.0,1.6200056854838707
CLR,08NJ159,26.3,49.46133995394258,-117.69295624509358,-1410.0,1.0,0.73,0.13,0.13,0.01,0.01,0.0,0.0,0.0,-0.01,0.73,0.13,0.13,0.01,0.01,0.0,0.0,0.0,-0.01,0.65,0.17,0.18,0.0,0.01,0.0,0.0,0.0,-0.01,13.992127418518066,127.44746857828648,1693.2891845703125,1666.4171142578125,2283.586181640625,688.951171875,1666.4171142578125,1422.1,-0.8,7.8,665.7,294.0,289.4,3.5,0.6,1.0,0.0,0.8482944977308967
CLR,08NJ160,180.4,49.70904361827098,-117.32693003832044,-1344.15,0.87409,0.76,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.02,0.76,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.02,0.68,0.16,0.14,0.01,0.01,0.0,0.0,0.0,0.0,27.01527214050293,252.4044620598208,1716.0997314453125,1666.61181640625,2608.65869140625,631.2349853515625,1666.61181640625,1601.0,-1.8,7.5,623.7,425.2,287.5,3.3,0.6,1.0,0.0,2.265413288028742
CLR,08NJ162,4.5,49.47994530175669,-117.5276999239912,-1410.0,1.0,0.88,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.0,17.6143741607666,127.74674714079448,1117.692138671875,1160.9691162109375,1661.9122314453125,682.0559692382812,1160.9691162109375,1170.6,1.0,10.7,731.2,125.5,273.1,3.5,0.6,1.0,0.0,0.8425764140049791
CLR,08NJ163,29.6,49.52086436039306,-117.51913212270476,-1410.0,1.0,0.91,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.91,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,20.03080368041992,112.83035114788146,1448.4647216796875,1439.804443359375,2020.314697265625,811.9189453125,1439.804443359375,1364.9,-0.3,8.9,680.7,225.5,278.8,3.5,0.6,1.0,0.0,3.5583457715780296
