region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,mean_runoff
08A,08AA008,1226.8,61.44675360632797,-137.75216180041542,-1108.36,0.65119,0.2,0.21,0.51,0.02,0.03,0.0,0.04,0.0,-0.01,0.2,0.21,0.51,0.02,0.02,0.0,0.04,0.0,0.0,0.2,0.22,0.51,0.02,0.02,0.0,0.04,0.0,-0.01,11.490748,50.83987432995325,1417.8511,1427.2115,2146.147,981.00153,1427.2115,433.1,-10.9,1.0,329.7,101.4,193.9,6.3,0.8,1.0,0.1,0.39177871459326014
08A,08AA009,184.6,61.21107429638437,-136.86336472724273,-1068.02,0.05309,0.27,0.23,0.44,0.01,0.02,0.0,0.02,0.0,0.01,0.24,0.3,0.4,0.01,0.02,0.0,0.02,0.0,0.0099999999999998,0.34,0.23,0.39,0.01,0.01,0.0,0.03,0.0,-0.01,5.1295114,274.28769981140664,1241.9233,1241.5044,1722.3217,914.96185,1241.5044,430.1,-10.1,2.0,337.9,116.0,200.2,5.7,0.8,1.0,0.1,0.2891687286684603
08A,08AB001,15352.7,60.80798542615133,-137.67768852487688,-1324.77,2.82491,0.33,0.13,0.33,0.01,0.01,0.01,0.05,0.13,0.0,0.32,0.14,0.33,0.01,0.01,0.01,0.05,0.13,0.0,0.32,0.15,0.34,0.01,0.01,0.01,0.05,0.11,-2.220446049250313e-16,13.063684,52.855695827771605,1249.3594,1313.2,4397.7456,439.05524,1313.2,666.9,-10.4,1.2,338.1,307.0,206.8,5.4,0.7,1.0,0.1,1.3188560329467864
08A,08AB002,27320.5,60.373053973283305,-137.60729820954987,-1327.49,3.90509,0.28,0.12,0.33,0.01,0.01,0.02,0.05,0.19,-0.01,0.27,0.12,0.33,0.01,0.01,0.02,0.04,0.19,0.01,0.27,0.14,0.35,0.01,0.01,0.02,0.05,0.16,-0.01,15.449589,60.94627912287213,1218.5312,1239.1222,4397.7456,71.867638,1239.1222,1164.0,-9.4,1.4,370.7,651.4,212.7,4.6,0.7,1.0,0.1,2.785377217017801
08A,08AC001,376.0,60.14355179371461,-136.7673888625042,-1270.85,1.98799,0.22,0.21,0.52,0.02,0.02,0.0,0.01,0.0,0.0,0.22,0.21,0.52,0.02,0.02,0.0,0.01,0.0,0.0,0.2,0.18,0.57,0.02,0.02,0.0,0.01,0.0,0.0,15.383406,318.7726744774096,1386.4417,1347.4813,2142.0181,711.61017,1347.4813,1103.6,-9.7,0.4,356.7,631.4,227.4,4.0,0.6,1.0,0.1,0.9790673290144621
08A,08AC002,1738.5,60.0335482548213,-136.79589100012814,-1261.09,3.4541,0.26,0.19,0.46,0.02,0.02,0.01,0.01,0.03,0.0,0.26,0.19,0.46,0.01,0.02,0.01,0.01,0.03,0.0099999999999998,0.25,0.2,0.48,0.01,0.02,0.01,0.01,0.02,0.0,15.732882,339.7516066442858,1305.5303,1281.4005,2204.8965,586.87256,1281.4005,1226.0,-9.1,0.9,372.9,740.2,227.1,3.9,0.7,1.0,0.0,1.4643348140261538
08B,08BB001,15354.7,58.73625336517487,-132.40533801114765,-1159.64,3.18877,0.55,0.14,0.23,0.01,0.01,0.01,0.02,0.04,-0.01,0.54,0.15,0.23,0.01,0.01,0.01,0.02,0.04,-0.01,0.56,0.14,0.23,0.01,0.01,0.01,0.02,0.03,-0.01,15.65791,352.8620145671409,1110.0532,1138.3293,2696.2646,8.0541258,1138.3293,2269.7,-6.1,3.5,468.6,954.6,228.0,3.3,0.5,0.9,0.0,1.494449587583828
08B,08BB005,16854.6,58.73422025329191,-132.51600178533857,-1180.15,3.43178,0.52,0.14,0.23,0.01,0.01,0.01,0.02,0.07,-0.01,0.51,0.15,0.24,0.01,0.01,0.01,0.02,0.07,-0.02,0.53,0.13,0.24,0.01,0.01,0.01,0.02,0.05,0.0,16.454994,353.9798442225459,1110.0,1130.5629,2696.2646,4.1486988,1130.5629,2374.7,-6.0,3.5,473.4,997.3,226.5,3.2,0.5,0.9,0.0,1.9752709177601833
08C,08CA001,3468.2,57.44949426222331,-128.51160548384465,-1291.57,11.828,0.41,0.19,0.35,0.02,0.02,0.0,0.01,0.0,0.0,0.41,0.19,0.35,0.01,0.02,0.0,0.01,0.0,0.01,0.43,0.18,0.35,0.01,0.02,0.0,0.01,0.0,0.0,16.540792,26.297874200113824,1601.0769,1580.6605,2517.123,995.56854,1580.6605,1090.2,-8.4,3.1,393.4,580.2,252.8,3.4,0.6,1.0,0.0,1.5052989385670612
08C,08CA002,7583.3,57.517394058103136,-128.01475413775304,-1259.54,7.85813,0.46,0.16,0.33,0.01,0.02,0.0,0.01,0.0,0.01,0.46,0.16,0.34,0.01,0.02,0.0,0.01,0.0,0.0,0.45,0.16,0.34,0.02,0.02,0.0,0.01,0.0,0.0,15.817714,356.9232893040634,1556.9017,1551.3599,2629.4641,975.79144,1551.3599,986.1,-8.5,3.2,389.3,470.8,251.1,3.5,0.6,1.0,0.0,1.5062565373662276
08C,08CA003,2684.8,58.13059135672615,-127.99225123537003,-1246.24,1.3205,0.58,0.1,0.28,0.01,0.02,0.0,0.01,0.0,0.0,0.58,0.1,0.28,0.01,0.02,0.0,0.01,0.0,0.0,0.6,0.09,0.27,0.01,0.01,0.0,0.01,0.0,0.01,16.246965,237.32162281560807,1454.4923,1458.4299,2483.2405,885.46326,1458.4299,735.2,-8.7,3.2,378.9,257.7,236.0,4.0,0.7,1.0,0.0,1.4811283128926382
08C,08CB001,18536.6,57.71306122388421,-128.52358692248345,-1236.7,6.04115,0.53,0.14,0.29,0.01,0.02,0.0,0.01,0.01,-0.01,0.53,0.14,0.29,0.01,0.02,0.0,0.01,0.01,-0.01,0.53,0.13,0.3,0.01,0.01,0.0,0.01,0.0,0.01,15.671831,353.8662941042918,1476.7776,1476.9196,2629.4641,637.74628,1476.9196,948.1,-8.2,3.3,394.4,439.3,244.9,3.6,0.6,1.0,0.0,1.4027975605021572
08C,08CB002,1604.8,58.32864326813754,-130.0320688224294,-1104.77,0.99984,0.58,0.23,0.16,0.01,0.01,0.0,0.01,0.0,0.0,0.58,0.23,0.16,0.01,0.01,0.0,0.01,0.0,0.0,0.62,0.17,0.19,0.01,0.01,0.0,0.01,0.0,-0.01,11.024329,344.4773949183226,1290.8613,1290.4559,2215.4619,616.09351,1290.4559,764.4,-8.2,3.4,390.2,276.0,235.8,3.7,0.6,1.0,0.0,0.9492950727311155
08C,08CC001,3551.6,57.45298704059295,-129.35536678350988,-1380.35,13.21534,0.45,0.14,0.34,0.01,0.02,0.01,0.01,0.02,-2.220446049250313e-16,0.45,0.14,0.35,0.01,0.02,0.01,0.01,0.02,-0.01,0.45,0.14,0.37,0.01,0.01,0.0,0.01,0.01,0.0,19.436655,13.58600994468038,1543.0081,1512.4346,2413.0,637.74628,1512.4346,1251.3,-7.6,3.3,417.2,694.2,247.2,3.4,0.6,1.0,0.0,1.7591343627161562
08C,08CC002,28.9,57.25986592407114,-129.12916714159087,-1520.0,19.0,0.24,0.12,0.42,0.01,0.02,0.03,0.02,0.15,-0.01,0.24,0.12,0.42,0.01,0.01,0.02,0.02,0.15,0.0099999999999998,0.26,0.11,0.51,0.01,0.01,0.01,0.01,0.09,-0.01,15.900187,153.94093218812384,1676.4561,1659.8063,2156.8435,1162.4871,1659.8063,1433.8,-7.9,2.8,411.3,873.8,261.8,3.2,0.5,1.1,0.0,4.436637371451885
08C,08CC003,16.7,57.27354747802109,-129.05866403112404,-1520.0,19.0,0.03,0.23,0.65,0.02,0.02,0.02,0.02,0.02,-0.01,0.03,0.23,0.65,0.02,0.02,0.02,0.02,0.02,-0.01,0.06,0.24,0.65,0.02,0.02,0.0,0.0,0.0,0.01,20.33824,185.98208615792765,1742.4807,1750.8304,2131.1841,1487.0024,1750.8304,1438.7,-8.3,2.5,401.2,913.3,261.1,3.2,0.5,1.1,0.0,3.1055049877997063
08C,08CD001,3547.2,58.66938179297261,-130.82893561789,-1064.7,0.35574,0.51,0.34,0.12,0.0,0.01,0.0,0.02,0.0,0.0,0.51,0.34,0.11,0.0,0.01,0.0,0.02,0.0,0.0099999999999998,0.56,0.21,0.19,0.01,0.01,0.0,0.02,0.0,0.0,6.3728747,120.19637279245164,1210.8749,1191.6436,2068.7983,317.0,1191.6436,849.0,-7.5,3.7,409.7,287.1,234.0,3.5,0.6,1.0,0.0,0.8967595634317034
08C,08CE001,28947.9,57.92483663785868,-129.29134832950237,-1182.95,4.30384,0.55,0.17,0.24,0.01,0.01,0.0,0.01,0.0,0.0099999999999998,0.55,0.17,0.24,0.01,0.01,0.0,0.01,0.0,0.0099999999999998,0.55,0.15,0.27,0.01,0.01,0.0,0.01,0.0,0.0,13.514252,5.955689306121013,1357.0585,1370.4749,2780.3157,164.96707,1370.4749,1000.9,-7.7,3.5,408.4,430.6,241.0,3.6,0.6,1.0,0.0,1.212975664687403
08C,08CF001,33958.1,57.89982294588505,-129.8476546711833,-1191.85,4.15201,0.53,0.16,0.25,0.01,0.01,0.01,0.01,0.03,-0.01,0.52,0.16,0.25,0.01,0.01,0.01,0.01,0.03,0.0,0.52,0.14,0.28,0.01,0.01,0.0,0.01,0.02,0.0099999999999998,15.086221,8.417163022328431,1334.0311,1334.8191,3085.3733,87.605713,1334.8191,1303.6,-7.1,3.6,427.7,587.3,237.3,3.5,0.6,1.0,0.0,1.6598120719745735
08C,08CF003,50820.0,57.63504006117586,-130.09538400514495,-1220.24,5.29202,0.48,0.15,0.25,0.01,0.01,0.01,0.02,0.08,-0.01,0.47,0.15,0.25,0.01,0.01,0.01,0.02,0.08,0.0,0.46,0.13,0.29,0.01,0.01,0.01,0.02,0.06,0.0099999999999997,16.931381,357.55462097928444,1313.4773,1286.516,3085.3733,2.5018914,1286.516,1594.3,-6.2,4.1,462.4,627.1,234.0,3.3,0.5,1.0,0.0,2.663408698307737
08C,08CG001,9498.5,57.06918363553947,-130.5267319556899,-1298.0,9.0904,0.42,0.11,0.25,0.01,0.01,0.02,0.03,0.15,0.0,0.41,0.11,0.26,0.01,0.01,0.02,0.03,0.15,0.0,0.41,0.1,0.31,0.01,0.01,0.01,0.03,0.11,0.0099999999999998,20.346552,355.9405135801392,1270.219,1231.4707,2568.469,16.938572,1231.4707,2083.9,-4.4,4.8,521.5,764.3,232.1,3.0,0.5,1.0,0.0,4.157929852893911
08C,08CG004,7373.3,57.189765372464926,-130.33003182714177,-1288.67,9.18543,0.44,0.11,0.27,0.01,0.01,0.01,0.03,0.11,0.0099999999999998,0.44,0.12,0.28,0.01,0.01,0.01,0.03,0.11,-0.01,0.44,0.1,0.34,0.01,0.01,0.01,0.02,0.07,-2.220446049250313e-16,19.473503,11.570466659462204,1327.708,1295.8527,2557.6877,113.25283,1295.8527,1867.9,-5.2,4.4,495.3,798.4,237.4,3.1,0.5,1.0,0.0,3.352020734679638
08C,08CG005,884.9,57.09263400908386,-130.76356437560253,-1241.57,5.49233,0.27,0.08,0.33,0.01,0.01,0.03,0.04,0.24,-0.01,0.27,0.08,0.34,0.01,0.01,0.03,0.04,0.24,-0.02,0.26,0.07,0.43,0.01,0.01,0.02,0.03,0.16,0.0099999999999998,19.808735,87.61957421140175,1382.0,1326.1449,2557.6877,418.9053,1326.1449,2251.5,-4.8,4.3,508.7,982.1,236.4,3.0,0.5,1.0,0.0,4.798609741714139
08E,08DA009,117.5,56.95079303448845,-129.393935244574,-1520.0,19.0,0.41,0.12,0.35,0.01,0.02,0.01,0.02,0.05,0.0099999999999998,0.41,0.13,0.35,0.01,0.02,0.01,0.02,0.05,0.0,0.4,0.12,0.42,0.01,0.01,0.0,0.01,0.03,0.0,21.638834,63.79310327579902,1560.0067,1532.5112,2332.5105,912.37585,1532.5112,1773.2,-6.5,3.6,453.8,965.6,253.7,2.9,0.5,1.0,0.0,3.203861142266597
08E,08DA010,5134.8,56.59601781330815,-129.68142790582746,-1335.93,11.40379,0.43,0.14,0.21,0.01,0.01,0.02,0.03,0.16,-0.01,0.43,0.15,0.21,0.01,0.01,0.02,0.03,0.16,-0.02,0.38,0.15,0.29,0.01,0.01,0.01,0.02,0.11,0.02,21.848896,14.945828243479331,1288.0532,1244.256,2725.3906,310.599,1244.256,2049.7,-4.1,5.2,529.2,774.6,240.1,2.9,0.5,1.0,0.0,4.860764311145039
08E,08DA012,6.2,56.27284734306913,-129.2208774473441,-1052.0,0.0,0.9,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.9,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.9,0.03,0.05,0.0,0.01,0.0,0.0,0.0,0.0099999999999998,16.283129,11.440200127696071,793.33569,892.88165,1510.7792,452.7312,892.88165,1871.3,-2.5,7.0,580.1,415.1,221.4,2.8,0.5,1.0,0.0,2.8133147316783123
08E,08DB001,18293.9,56.25142947864219,-129.08955495373348,-1311.55,10.54922,0.62,0.12,0.15,0.01,0.01,0.01,0.02,0.07,-0.01,0.62,0.12,0.15,0.01,0.01,0.01,0.02,0.07,-0.01,0.59,0.12,0.2,0.01,0.01,0.01,0.02,0.05,-0.01,19.514399,176.56428230965244,1119.939,1087.465,2725.3906,33.366772,1087.465,1779.1,-3.5,6.2,552.1,538.7,237.0,2.9,0.5,1.0,0.0,3.6577669161545816
08D,08DB010,39.5,55.421188080832906,-129.43003401147448,-1052.18,0.00707,0.86,0.06,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.86,0.06,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.85,0.05,0.08,0.01,0.01,0.0,0.0,0.0,0.0,19.671516,340.8173808762691,804.29248,813.77209,1574.2512,27.694925,813.77209,2139.3,-0.6,8.2,655.0,271.6,216.3,2.9,0.4,1.0,0.0,3.9087225091071414
08D,08DB012,9.0,55.419489240716445,-129.39224979953394,-1052.0,0.0,0.92,0.03,0.02,0.0,0.0,0.0,0.01,0.0,0.02,0.92,0.03,0.02,0.0,0.0,0.0,0.01,0.0,0.02,0.93,0.02,0.03,0.0,0.0,0.0,0.01,0.0,0.0099999999999998,18.084118,346.16646926068904,874.86481,905.62201,1298.5503,578.11761,905.62201,2170.1,-1.0,8.0,637.2,294.6,221.2,2.8,0.4,1.0,0.0,2.1193650740681886
08E,08DB013,22.4,55.11030534275567,-129.2668453135455,-1156.06,0.29067,0.69,0.05,0.23,0.01,0.01,0.01,0.0,0.01,-0.01,0.69,0.05,0.23,0.01,0.01,0.01,0.01,0.01,-0.02,0.66,0.06,0.25,0.0,0.01,0.01,0.01,0.0,0.0,25.143562,285.667380216656,1029.4817,1000.5173,2128.0,39.991047,1000.5173,1799.4,-0.5,8.1,663.9,205.5,208.2,2.9,0.5,1.1,0.0,3.8296011898140807
08E,08DB014,17.9,55.01933710867887,-129.2769180419031,-1290.65,0.66662,0.79,0.03,0.15,0.01,0.01,0.01,0.01,0.0,-0.01,0.79,0.03,0.15,0.01,0.01,0.01,0.01,0.0,-0.01,0.77,0.02,0.18,0.01,0.01,0.01,0.01,0.0,-0.01,24.218828,274.2374955409159,1147.1752,1138.1989,2068.0869,158.42871,1138.1989,2046.0,-1.3,7.2,631.0,266.9,216.1,2.8,0.4,1.1,0.0,2.7770706072659057
08D,08DC006,317.7,56.13550051854015,-129.82201419201812,-1231.5,7.64729,0.29,0.11,0.2,0.01,0.01,0.02,0.03,0.34,-0.01,0.29,0.11,0.2,0.01,0.01,0.02,0.02,0.34,0.0,0.26,0.1,0.3,0.01,0.01,0.02,0.03,0.26,0.01,25.035872,240.30561898172613,1317.8787,1221.4479,2584.7517,88.138046,1221.4479,2512.8,-3.2,5.9,564.4,769.4,232.4,2.8,0.4,1.0,0.0,6.855201909465336
08E,08EB003,25845.2,55.83792139801622,-127.1468442882659,-1218.22,6.75318,0.75,0.07,0.12,0.01,0.01,0.0,0.03,0.01,0.0,0.74,0.07,0.13,0.01,0.01,0.0,0.03,0.01,0.0,0.68,0.09,0.17,0.01,0.01,0.0,0.03,0.01,0.0,14.938459,294.3521759234462,1132.8412,1163.2842,2575.5999,218.51341,1163.2842,1102.3,-4.5,5.9,505.8,342.2,245.5,3.2,0.6,1.0,0.0,1.965353945575614
08E,08EB004,1859.2,55.72713443594528,-128.2642965533399,-1184.74,5.38921,0.82,0.07,0.07,0.0,0.01,0.0,0.02,0.0,0.01,0.82,0.07,0.07,0.0,0.01,0.0,0.02,0.0,0.01,0.78,0.09,0.09,0.01,0.01,0.0,0.02,0.0,0.0,13.62111,208.8269192585388,769.6106,856.56683,2021.5776,277.74356,856.56683,1387.2,-2.2,7.5,588.0,276.4,230.8,3.0,0.5,1.0,0.0,2.063743816422494
08E,08EB005,12588.9,56.46461736818981,-127.53240298293738,-1308.6,10.78972,0.68,0.09,0.19,0.01,0.01,0.0,0.01,0.01,0.0,0.68,0.09,0.19,0.01,0.01,0.0,0.01,0.01,0.0,0.62,0.09,0.24,0.02,0.01,0.0,0.01,0.01,0.0,19.44376,231.3659895304652,1340.5259,1317.7716,2506.2339,319.32953,1317.7716,1292.2,-5.9,4.8,470.3,494.2,252.7,3.0,0.5,1.0,0.0,2.420575928566826
08E,08EB006,19.0,55.43084799175356,-127.90095639857884,-1209.52,6.39485,0.85,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.85,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.82,0.1,0.07,0.0,0.01,0.0,0.0,0.0,0.0,23.879843,47.45015355738723,1153.0269,1146.8491,2012.2327,500.58066,1146.8491,1259.0,-3.2,6.3,555.8,236.6,228.3,3.0,0.5,1.1,0.0,1.8549732235237049
08E,08EC001,6217.2,54.76443860317519,-126.0115686189238,-1095.76,1.43763,0.84,0.03,0.02,0.0,0.0,0.0,0.09,0.0,0.02,0.8,0.05,0.05,0.0,0.0,0.0,0.09,0.0,0.0099999999999998,0.73,0.08,0.08,0.0,0.0,0.0,0.09,0.0,0.02,6.8212333,19.742915880791585,972.0332,998.33575,2388.7905,573.03583,998.33575,682.7,-3.2,7.1,529.7,148.3,243.6,3.5,0.6,1.0,0.0,0.6556785294818911
08E,08EC005,1399.0,54.85003409879357,-126.57293738864136,-1068.47,0.74209,0.89,0.03,0.04,0.0,0.0,0.0,0.03,0.0,0.0099999999999998,0.83,0.05,0.07,0.01,0.01,0.0,0.03,0.0,0.0,0.78,0.08,0.1,0.0,0.0,0.0,0.03,0.0,0.01,7.1943197,56.17455656335012,988.74854,1052.6733,2388.7905,734.98199,1052.6733,751.7,-3.3,6.9,528.3,160.0,243.0,3.4,0.6,1.0,0.0,1.108963324033296
08E,08EC013,6729.1,54.793770083390726,-126.0268293921354,-1096.27,1.48594,0.85,0.04,0.02,0.0,0.0,0.0,0.09,0.0,0.0,0.8,0.05,0.05,0.0,0.0,0.0,0.09,0.0,0.0099999999999998,0.73,0.08,0.09,0.0,0.0,0.0,0.09,0.0,0.01,6.980886,21.64489334091252,974.0,1005.0721,2388.7905,573.03583,1005.0721,693.3,-3.2,7.1,528.9,150.9,243.5,3.5,0.6,1.0,0.0,0.6531717301655666
08E,08ED001,719.5,53.82611344339931,-127.51362287486516,-1148.33,2.36257,0.57,0.05,0.2,0.01,0.01,0.02,0.07,0.07,-2.220446049250313e-16,0.57,0.05,0.22,0.01,0.01,0.01,0.07,0.06,0.0,0.54,0.06,0.27,0.01,0.01,0.01,0.07,0.03,-2.220446049250313e-16,16.306957,19.01793619627736,1249.672,1311.6606,2399.7251,915.9726,1311.6606,2346.8,-2.8,4.7,569.2,672.0,239.4,3.0,0.5,1.0,0.0,3.4501371478546923
08E,08ED002,1889.0,53.91095167686469,-127.6196981050708,-1190.68,2.64987,0.54,0.05,0.19,0.01,0.01,0.02,0.09,0.09,0.0,0.52,0.06,0.22,0.01,0.01,0.01,0.09,0.08,0.0,0.5,0.07,0.26,0.01,0.01,0.01,0.09,0.05,0.0,16.550453,12.185938567455644,1200.7911,1255.4438,2721.124,758.88165,1255.4438,2296.8,-2.5,5.0,580.1,626.4,233.7,3.0,0.5,1.0,0.0,3.4359617814294032
08E,08ED003,4370.0,54.099092579709016,-127.37667904605684,-1132.6,1.97985,0.7,0.06,0.13,0.01,0.01,0.01,0.05,0.04,-0.01,0.67,0.07,0.15,0.01,0.01,0.01,0.05,0.03,0.0,0.62,0.09,0.2,0.01,0.01,0.01,0.05,0.02,-0.01,13.613131,14.638535173765884,1068.7328,1151.2306,2721.124,582.02032,1151.2306,1662.1,-2.4,5.9,574.6,403.4,237.7,3.2,0.5,1.0,0.0,2.2316107519851522
08E,08ED004,10.7,54.26703891954645,-127.29833943059722,-1052.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.042073,251.1576457891884,1258.7256,1214.3821,1457.5696,841.78088,1214.3821,1228.6,-2.7,5.8,564.2,244.2,246.8,3.3,0.6,1.1,0.0,1.42294444703861
08E,08EE003,2319.4,54.38585235642819,-126.35621580707016,-1052.0,0.0,0.86,0.08,0.04,0.0,0.0,0.0,0.01,0.0,0.01,0.82,0.09,0.06,0.0,0.0,0.0,0.01,0.0,0.02,0.76,0.11,0.1,0.0,0.0,0.0,0.01,0.0,0.02,7.6489029,135.9842396170384,1001.9238,1015.8121,1656.1667,577.26361,1015.8121,666.5,-3.0,7.2,527.7,139.6,247.1,3.6,0.6,1.0,0.0,0.5357738280771901
08E,08EE004,7341.0,54.22890397332647,-127.00904981079358,-1101.47,1.24377,0.76,0.07,0.1,0.01,0.01,0.01,0.03,0.02,-0.01,0.73,0.08,0.12,0.01,0.01,0.01,0.03,0.02,-0.01,0.67,0.11,0.16,0.01,0.01,0.01,0.03,0.01,-0.01,11.42016,11.087725299436933,1028.557,1091.4963,2721.124,520.54083,1091.4963,1270.4,-2.6,6.4,557.7,297.9,240.9,3.4,0.6,1.0,0.0,1.5769751139705683
08E,08EE005,8899.2,54.29421213323276,-127.06188402258874,-1104.16,1.37305,0.76,0.07,0.1,0.01,0.01,0.01,0.03,0.02,-0.01,0.73,0.08,0.12,0.01,0.01,0.01,0.03,0.02,-0.01,0.66,0.12,0.16,0.01,0.01,0.01,0.03,0.01,-0.01,11.794852,27.642113233267683,1033.4822,1095.4929,2721.124,466.77264,1095.4929,1235.7,-2.6,6.4,559.4,280.7,239.3,3.4,0.6,1.0,0.0,1.617731327865916
08E,08EE008,121.4,54.55312414662538,-127.11107579065794,-1074.75,0.60978,0.79,0.03,0.15,0.01,0.01,0.0,0.0,0.01,0.0,0.79,0.03,0.15,0.01,0.01,0.0,0.0,0.01,0.0,0.74,0.06,0.18,0.01,0.01,0.0,0.0,0.0,0.0,14.546584,9.61237478337494,1167.5336,1248.4155,2289.2805,598.01178,1248.4155,966.9,-3.4,5.7,536.6,214.4,236.2,3.4,0.6,1.1,0.0,1.2471509854029599
08E,08EE009,161.7,54.59004547663485,-126.2814172436454,-1052.0,0.0,0.95,0.03,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.94,0.03,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.9,0.04,0.04,0.0,0.0,0.0,0.01,0.0,0.0099999999999998,6.1926837,216.81037154582376,1046.7966,1095.0483,1656.1667,673.88464,1095.0483,684.9,-3.4,6.8,520.2,155.3,249.3,3.6,0.6,1.0,0.0,0.6881728448147438
08E,08EE010,19.1,54.82435207822187,-127.2311166496463,-1054.97,0.32453,0.55,0.17,0.15,0.01,0.01,0.03,0.06,0.0,0.02,0.55,0.17,0.15,0.01,0.02,0.03,0.06,0.0,0.0099999999999997,0.39,0.31,0.19,0.02,0.01,0.02,0.06,0.0,0.0,10.222825,67.44499032780237,550.34644,726.29248,2324.0579,497.92841,726.29248,805.9,-1.6,8.2,592.0,120.7,222.9,3.4,0.6,1.0,0.0,0.9578845573792304
08E,08EE012,13.2,54.79876138647127,-127.26503404223712,-1103.7,2.46239,0.55,0.06,0.33,0.01,0.02,0.02,0.01,0.01,-0.01,0.55,0.06,0.34,0.01,0.01,0.01,0.01,0.0,0.0099999999999997,0.49,0.12,0.36,0.01,0.02,0.0,0.0,0.0,0.0,22.0965,80.46052703071072,1320.1282,1299.4476,2471.3191,496.1059,1299.4476,1032.2,-3.5,5.5,538.1,232.4,232.7,3.3,0.6,1.1,0.0,1.7029983095910597
08E,08EE013,568.4,54.2449503294144,-126.4752961229898,-1052.0,0.0,0.86,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.83,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.8,0.09,0.1,0.0,0.0,0.0,0.01,0.0,0.0,9.0556021,233.61507000251325,1114.1525,1114.2467,1586.1624,599.79437,1114.2467,716.6,-3.3,6.7,520.9,157.3,249.5,3.6,0.6,1.0,0.0,0.6716352390243557
08E,08EE018,363.5,54.23425453352235,-126.1188140170671,-1052.0,0.0,0.87,0.05,0.05,0.0,0.0,0.0,0.02,0.0,0.0099999999999998,0.86,0.05,0.06,0.0,0.0,0.0,0.02,0.0,0.01,0.74,0.07,0.16,0.0,0.0,0.0,0.02,0.0,0.0099999999999998,6.5245996,46.13619650349359,1041.6323,1060.4431,1615.2142,740.96844,1060.4431,636.4,-3.2,7.0,516.7,141.8,249.7,3.7,0.7,1.0,0.0,0.606552116163218
08E,08EE020,364.4,54.56963612886502,-127.62345317123064,-1217.17,4.19804,0.63,0.04,0.2,0.01,0.01,0.01,0.01,0.08,0.0099999999999998,0.63,0.05,0.21,0.01,0.01,0.01,0.01,0.08,-0.01,0.55,0.09,0.25,0.01,0.01,0.01,0.01,0.06,0.01,20.659624,129.86064413331172,1371.5576,1362.0323,2605.5251,707.87225,1362.0323,1397.1,-3.1,4.8,558.3,288.5,226.5,3.2,0.5,1.1,0.0,3.3831331420996436
08E,08EE025,19.8,55.3149246440746,-127.57340558357582,-1052.0,0.0,0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.94,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.01,15.378095,261.85229869013915,704.19678,809.96381,1588.146,385.6102,809.96381,941.3,-1.8,8.0,597.8,135.3,223.1,3.1,0.5,1.1,0.0,0.5167802874087242
08E,08EE028,10.0,55.19909976656874,-127.57958717579284,-1070.15,0.07444,0.48,0.04,0.37,0.02,0.03,0.02,0.01,0.04,-0.01,0.47,0.04,0.38,0.02,0.02,0.01,0.01,0.04,0.0099999999999998,0.38,0.03,0.52,0.01,0.01,0.01,0.01,0.02,0.0099999999999998,30.819645,8.668983255143504,1488.2671,1425.801,2165.0,455.94592,1425.801,1230.3,-4.1,4.9,524.0,270.4,220.6,3.1,0.5,1.2,0.0,2.371316647703798
